,Z_Rejon,POI,Czas_PrT,Czas_PuT
247,8.0,23.0,118.40132857622119,527.6041265868008
248,8.0,24.0,178.12757658474877,605.5423330659227
249,8.0,25.0,106.82681144118222,731.2380912933997
250,8.0,26.0,91.09572119962095,489.68694488141375
251,8.0,27.0,55.69618317855644,354.8557138380662
252,8.0,28.0,126.6992430073901,207.19605790046865
253,8.0,29.0,80.34679248241876,999999.0
254,8.0,30.0,109.29627537171342,289.68913889757886
255,8.0,31.0,80.59721477866333,417.44176529054397
256,8.0,32.0,160.87240887484327,274.05623092323594
257,9.0,1.0,193.88874867423408,438.8916310499176
258,9.0,2.0,73.4483969707426,431.3258284493107
259,9.0,3.0,245.60052770831072,449.87395598238146
260,9.0,4.0,167.00991186387182,530.2626454821489
261,9.0,5.0,129.31699299860847,405.83750791016735
262,9.0,6.0,390.94825560168584,982.6767334029769
263,9.0,7.0,411.40404860364464,999999.0
264,9.0,8.0,128.28587293196784,454.5031076312614
265,9.0,9.0,65.184379574408,266.93279842971236
266,9.0,10.0,66.3000827506009,447.04830997544656
267,9.0,11.0,94.22034407391783,277.65075850983567
268,9.0,12.0,80.9492480598869,249.67357304798887
269,9.0,13.0,82.99168601209882,91.17211258384772
270,9.0,14.0,133.44811474660588,300.198224668189
271,9.0,15.0,85.88397387455372,277.6713407448831
272,9.0,16.0,226.7113190120123,289.45528266562656
273,9.0,17.0,61.489468100811074,197.920104734116
274,9.0,18.0,73.78866701259537,322.47719379748145
275,9.0,19.0,69.0906590623746,173.40465641854195
276,9.0,20.0,86.87764072560702,602.5405091460997
277,9.0,21.0,113.44046818936616,337.31398662486407
278,9.0,22.0,93.2024922415908,299.7993323281669
279,9.0,23.0,119.08738323867756,527.1681265868009
280,9.0,24.0,178.53465686156798,605.1063330659226
281,9.0,25.0,106.93434088783046,730.8030912933998
282,9.0,26.0,90.8253158111526,489.25194488141375
283,9.0,27.0,55.425777790088084,354.4207138380662
284,9.0,28.0,126.42883761892175,206.76105790046864
285,9.0,29.0,81.03284714487513,999999.0
286,9.0,30.0,110.29693266718823,289.7601388975788
287,9.0,31.0,81.59787207413815,417.056765290544
288,9.0,32.0,161.87306617031808,273.67123092323595
